MSW05_Order	MSW05_Family	MSW05_Genus	MSW05_Species	MSW05_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterbirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MidRangeLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MidRangeLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Rodentia	Muridae	Meriones	persicus	Meriones persicus	-999	107.52	-999	-999	-999	-999	-999	-999	-999	-999	28	-999	-999	-999	-999	5.83	-999	-999	4.99	-999	132.86	-999	-999	-999	-999	-999	-999	19	-999	-999	730;1297;2655	-999	-999	-999	-999	2280776.33	40.85	25.69	33.27	71.4	40.59	56	1	33.92	4	0.15	23.27	142.52	263.87	1161.82
Rodentia	Muridae	Meriones	rex	Meriones rex	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	511676.34	23.86	12.59	18.22	52.33	38.39	45.36	0	45.42	1	0.21	10.68	221.52	198.1	1492.29
Rodentia	Muridae	Meriones	sacramenti	Meriones sacramenti	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1,297	-999	-999	-999	-999	4930.65	32.08	30.84	31.46	34.98	34.26	34.62	15	832.05	15	0.22	24.09	192.13	258.38	1448.76
Rodentia	Muridae	Meriones	shawi	Meriones shawi	-999	90.6	-999	-999	-999	129.27	-999	-999	-999	-999	24.8	-999	-999	-999	31.25	5.84	-999	-999	4.35	-999	-999	-999	92.22	-999	-999	-999	-999	29.31	25	-999	1297;2655	-999	3.82	-999	-999	1406829.61	37.34	28.56	32.95	32.75	-11.25	10.75	0	87.48	1	0.15	18.32	182.13	251.97	1169.15
Rodentia	Muridae	Meriones	tamariscinus	Meriones tamariscinus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	27	4.04	2	-999	2.97	-999	-999	-999	-999	-999	-999	-999	-999	17.44	15.16	-999	1,297	-999	-999	-999	-999	2233932.41	50.84	36.71	43.78	96.26	45	70.63	0	13.95	0	0.02	17.47	73.67	232.47	649.51
Rodentia	Muridae	Meriones	tristrami	Meriones tristrami	-999	111.62	-999	-999	-999	-999	184.01	112	-999	-999	23.99	-999	-999	-999	-999	5.8	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2978	-999	-999	-999	-999	1199186.24	42.51	23.64	33.07	51.52	26.23	38.87	2	84.76	4	0.14	32.57	137.03	323.04	1113.96
Rodentia	Muridae	Meriones	unguiculatus	Meriones unguiculatus	2	57.75	-999	112.5	18.75	91	99.4	70	-999	-999	25.09	-999	-999	-999	46	5.01	3	24	2.85	-999	-999	-999	56.5	-999	-999	-999	-999	23.95	13.24	-999	543;1024;1297;1822;1849;1939;1940;2146;2655;2978	-999	-999	-999	-999	1946733.07	52.04	38.19	45.12	125.6	91.37	108.49	0	15.85	0	0.03	20.99	3.37	289.67	564.18
Rodentia	Muridae	Meriones	vinogradovi	Meriones vinogradovi	-999	117	-999	154.53	9.5	-999	-999	-999	-999	-999	21.89	-999	-999	-999	-999	7.48	-999	40	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2274	-999	-999	-999	-999	447673.37	41.02	33.69	37.35	50.97	39.44	45.2	23	67.2	34	0.09	40.34	105.05	406.51	1033.58
Rodentia	Muridae	Meriones	zarudnyi	Meriones zarudnyi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	243895.89	38.06	34.15	36.1	65.76	58.25	62	4	18.8	6	0.17	18.24	130.31	237.01	1010.33
Erinaceomorpha	Erinaceidae	Mesechinus	dauuricus	Mesechinus dauuricus	1	-999	-999	214.67	-999	-999	-999	-999	2	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	678;1456;2408	281.63	-999	-999	-999	607920.22	51.45	37.23	44.34	120.78	103.68	112.23	1	17.6	1	0.06	25.46	0.52	367.3	550.59
Erinaceomorpha	Erinaceidae	Mesechinus	hughi	Mesechinus hughi	1	-999	-999	200	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	678;1456;2408	229.57	-999	-999	-999	379917.4	35.42	31.22	33.32	115.72	103.02	109.37	6	263.22	40	0.06	59.05	116.12	772.7	889.23
Rodentia	Muridae	Mesembriomys	gouldii	Mesembriomys gouldii	-999	716.49	-999	300.99	11	-999	-999	-999	-999	-999	44.03	-999	-999	-999	-999	1.87	4	46.8	34.7	-999	-999	-999	51.02	-999	4	-999	-999	48.99	480.99	280	456;543;699;1297;2655;2803	-999	-999	-999	-999	296274.86	-11.11	-20.62	-15.87	147.12	124.36	135.74	0	2.66	0	0.05	99.02	255.83	920.06	1748.78
Rodentia	Muridae	Mesembriomys	macrurus	Mesembriomys macrurus	-999	294.28	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	-999	-999	229.42	456;1297;2655;2803	-999	-999	-999	268.36	106059.11	-12.17	-17.08	-14.63	134.82	123.42	129.12	0	0.01	0	0	85.75	274.15	840.53	1781.02
Chiroptera	Pteropodidae	Megaerops	kusnotoi	Megaerops kusnotoi	-999	-999	51.32	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	679;1658;2151	19.89	-999	-999	-999	4065.54	-6.5	-8.31	-7.41	114.24	106.15	110.19	270	579.15	270	0.05	239.38	230.67	1636	1922
Chiroptera	Pteropodidae	Megaerops	niphanae	Megaerops niphanae	-999	32.59	57.17	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	196;212;1658;2151;2655	-999	-999	-999	-999	171269.5	27.98	12.16	20.07	109.16	88.38	98.77	4	115.69	9	0.08	137.76	226.22	1157.82	1582.6
Chiroptera	Pteropodidae	Megaerops	wetmorei	Megaerops wetmorei	-999	18.7	49.48	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1010;1439;1658;2151;2655	-999	-999	-999	-999	129280.16	8.65	1.37	5.01	125.65	100.93	113.29	1	66.76	2	0.16	253.22	234.81	1667.64	1742.27
Chiroptera	Pteropodidae	Megaloglossus	woermanni	Megaloglossus woermanni	1	16.71	41.83	40.59	-999	-999	21.7	12.4	-999	-999	-999	1	-999	-999	-999	1	2	-999	3.25	-999	-999	-999	-999	1.5	-999	2	-999	-999	-999	-999	196;258;360;428;717;904;1297;1658;1822;1948;2017;2078;2150;2151;2176;2655;3071	-999	-999	-999	-999	3485546.58	9.02	-11.27	-1.12	32.79	-11.54	10.62	0	43.69	1	0.13	144.91	242.83	1324.07	1547.83
Chiroptera	Molossidae	Molossus	pretiosus	Molossus pretiosus	-999	98	45.5	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	1297;1658;2151;2622	-999	-999	-999	-999	2510175.15	17.98	-1.27	8.35	-58.46	-100.83	-79.65	0	45.5	0	0.11	162.95	237.33	1392.14	1642.87
Chiroptera	Molossidae	Molossus	rufus	Molossus rufus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	15178757.42	28.66	-31.86	-1.59	-34.79	-108.26	-71.52	0	28.52	0	0.11	143.15	234.08	1251.73	1504.8
Chiroptera	Molossidae	Molossus	sinaloae	Molossus sinaloae	-999	21.09	47.06	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	1.03	1	-999	3.79	34.11	-999	-999	-999	-999	-999	2	3	47.25	-999	-999	196;419;1297;1310;1658;2143;2151;2622;2655	-999	-999	-999	-999	2026991.98	23.6	1.4	12.5	-53.31	-106.48	-79.9	0	66.5	1	0.12	139.93	231.25	1306.24	1647.1
Carnivora	Phocidae	Monachus	monachus	Monachus monachus	2	294881.33	-999	2589.02	0	-999	-999	-999	6	568.99	334.58	2	-999	-999	730	1	-999	284.4	20000	-999	-999	-999	1567.84	-999	-999	1	2	42.75	-999	-999	367;543;1297;2151;2655;2986	-999	0.77	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Carnivora	Phocidae	Monachus	schauinslandi	Monachus schauinslandi	1	222999.99	-999	2232.83	0	-999	-999	-999	6	38	344.15	2	-999	-999	467.39	1	-999	360	16250	-999	-999	-999	1687.65	-999	-999	1	2	37.13	61309.67	-999	367;543;1297;1763;2151;2655;2986	-999	0.97	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Carnivora	Phocidae	Monachus	tropicalis	Monachus tropicalis	-999	197758.36	-999	2288.69	-999	-999	-999	-999	1	-999	-999	2	-999	-999	547.5	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	367;2151;2655	-999	0.89	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Didelphimorphia	Didelphidae	Monodelphis	adusta	Monodelphis adusta	1	36.04	-999	120.88	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	2	-999	-999	-999	889;890;905;1760;2655;2676	-999	-999	-999	-999	505245.72	9.4	-13.89	-2.24	-69.34	-78.37	-73.86	1	33.39	2	0.11	184.96	213.45	1373.96	1507.06
Didelphimorphia	Didelphidae	Monodelphis	americana	Monodelphis americana	3	19.5	-999	107	-999	-999	-999	-999	1	-999	-999	2	0.000536788	0.000463036	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	48;889;905;2655	-999	-999	-999	-999	1022061.77	-0.53	-23.84	-12.19	-34.79	-49.25	-42.02	3	97.33	8	0.07	130.09	227.39	1143.3	1507.47
Didelphimorphia	Didelphidae	Monodelphis	brevicaudata	Monodelphis brevicaudata	2	78.84	-999	135.12	-999	-999	68.14	93.5	2	-999	-999	2	-999	-999	-999	7.24	1.5	12	-999	-999	49.81	-999	187.19	1	-999	2	2	-999	-999	-999	730;889;905;955;1297;1412;1773;1822;2151;2159;2655	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Didelphimorphia	Didelphidae	Monodelphis	dimidiata	Monodelphis dimidiata	2	44.56	-999	99.6	-999	365	-999	-999	5	-999	-999	2	-999	-999	334.58	12	1	12	0.08	-999	200	-999	-999	-999	-999	2	2	55.68	-999	-999	256;513;889;890;955;1131;1297;1760;2151;2655	-999	-999	-999	-999	1385763.24	-22.09	-38.97	-30.53	-48.56	-64.87	-56.72	0	30.7	1	0.07	84.21	178.34	919.96	1095.53
Didelphimorphia	Didelphidae	Monodelphis	domestica	Monodelphis domestica	2	93.45	-999	148.1	-999	182.5	61.25	104	2	-999	14.55	1	-999	-999	52.5	7.29	4	72	0.09	8.99	400	-999	162.11	1	-999	1	3	49.49	21	-999	140;256;543;889;905;955;1297;1412;1822;2054;2151;2484;2655	-999	-999	-999	-999	2708946.4	-2.1	-26.16	-14.13	-34.79	-63.51	-49.15	0	58.27	0	0.07	106.53	229.86	1100.4	1394.65
Didelphimorphia	Didelphidae	Monodelphis	emiliae	Monodelphis emiliae	1	52.33	-999	134.28	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	890;1760;2292;2655	-999	-999	-999	-999	959841.81	-1.76	-11.99	-6.87	-49.4	-73.92	-61.66	0	1.7	0	0.1	189.57	254.85	1496.95	1593.36
Didelphimorphia	Didelphidae	Monodelphis	glirina	Monodelphis glirina	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Didelphimorphia	Didelphidae	Monodelphis	iheringi	Monodelphis iheringi	1	112	-999	90.99	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	890;1760;2655	-999	-999	-999	-999	229715.82	-21.96	-29.64	-25.8	-44.97	-51.56	-48.26	5	138.81	12	0.06	134.74	172.19	1193.55	1271.23
Didelphimorphia	Didelphidae	Monodelphis	kunsi	Monodelphis kunsi	1	11.3	-999	70.38	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	890;1760;2312;2655	-999	-999	-999	-999	298062.7	-12.34	-23.49	-17.92	-46.06	-67.05	-56.55	0	11.46	1	0.15	109.66	227.39	1201.13	1469.53
Didelphimorphia	Didelphidae	Monodelphis	maraxina	Monodelphis maraxina	1	-999	-999	134	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	890;1760	72.24	-999	-999	-999	37711.99	-0.08	-1.83	-0.95	-48.36	-50.77	-49.56	2	14.27	2	0.18	217.7	260.24	1472.53	1718.45
Didelphimorphia	Didelphidae	Monodelphis	osgoodi	Monodelphis osgoodi	1	112	-999	95	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	890;1760;2655	-999	-999	-999	-999	45995.47	-16.08	-19.14	-17.61	-64.51	-66.9	-65.71	3	22.83	4	0.23	65.93	167.27	908.15	1354.6
Didelphimorphia	Didelphidae	Monodelphis	palliolata	Monodelphis palliolata	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Megalomys	desmarestii	Megalomys desmarestii	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Megalomys	luciae	Megalomys luciae	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Megaoryzomys	curioi	Megaoryzomys curioi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Cetacea	Balaenopteridae	Megaptera	novaeangliae	Megaptera novaeangliae	-999	30000000.01	-999	12856.21	-999	-999	-999	-999	2	-999	349.79	1	-999	-999	730	1	0.37	1140	1299999.99	-999	-999	-999	1310.35	2	-999	-999	3	318.46	-999	-999	24;68;159;162;163;179;490;491;505;543;899;1004;1297;1577;2151;2655	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Soricomorpha	Soricidae	Megasorex	gigas	Megasorex gigas	-999	11.71	-999	89.6	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	118;1429;1445;2655	-999	-999	-999	-999	175398.19	21.14	15.86	18.5	-96.94	-105.7	-101.32	7	46.36	9	0.07	95.26	201.86	860.76	1582.17
Rodentia	Cricetidae	Melanomys	caliginosus	Melanomys caliginosus	-999	41	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.45	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2655	-999	-999	-999	-999	595659.43	16.02	-3.57	6.22	-71.11	-86.62	-78.87	2	60.76	3	0.13	188.24	229.19	1363.12	1618.43
Rodentia	Cricetidae	Melanomys	robustulus	Melanomys robustulus	-999	53.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,655	-999	-999	-999	-999	8638.62	-3.38	-4.69	-4.04	-78.84	-79.55	-79.2	6	26.56	6	0.11	62.56	188.55	944.25	1442.22
Rodentia	Cricetidae	Melanomys	zunigae	Melanomys zunigae	-999	53.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,655	-999	-999	-999	-999	9675.46	-8.82	-10.31	-9.56	-76.88	-77.95	-77.42	10	26	10	0.08	94.22	97.23	837.94	1450.3
Rodentia	Muridae	Melasmothrix	naso	Melasmothrix naso	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2059.07	-1.71	-2.14	-1.92	120.89	120.39	120.64	17	33.49	17	0.12	223.49	164.25	1815.99	1836.49
Carnivora	Mustelidae	Meles	anakuma	Meles anakuma	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Carnivora	Mustelidae	Meles	leucurus	Meles leucurus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Carnivora	Mustelidae	Meles	meles	Meles meles	2	11884.03	-999	705.89	35.16	-999	3340.8	11600	1	210	48.6	1	1.2	1.42	365	3.11	-999	194.4	90.24	-999	2.52	-999	420.91	-999	6	1	3	91.3	-999	-999	367;542;543;730;966;1113;1297;1573;1577;2620;2655;2986	-999	1.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Carnivora	Mustelidae	Mellivora	capensis	Mellivora capensis	2	8999.99	-999	682.96	33.12	-999	-999	-999	6	-999	181.46	1	-999	-999	182.5	2.35	2	318	210	-999	-999	-999	-999	-999	4	1	2	23.86	-999	-999	543;1113;1297;2655;2986	-999	-999	-999	-999	27823522.11	43.11	-34.83	4.13	87.75	-17.53	35.1	0	54.67	0	0.12	66.13	236.56	682.1	1464.16
Primates	Cercopithecidae	Miopithecus	talapoin	Miopithecus talapoin	3	1248.86	-999	354.99	-999	1598.7	-999	-999	3	-999	164.38	1	0.8	1.2	365	1.01	-999	370.8	179.04	-999	42.07	66.5	1733.36	91.2	-999	2	2	178.98	416.46	-999	208;543;730;904;1297;1347;1544;1547;1611;1763;1767;1848;2344;2463;2489;2493;2655;2660;2986	-999	1.1	-999	-999	258766.21	-3	-12.37	-7.68	17.75	12.27	15.01	5	46.31	5	0.21	104.31	231.71	1091.55	1516.99
Carnivora	Phocidae	Mirounga	angustirostris	Mirounga angustirostris	2	1112390.81	-999	3713.91	0	1460	-999	-999	6	27.19	290.63	2	-999	-999	365	1	-999	243.5	34381.77	-999	-999	-999	1522.5	-999	-999	1	2	27.37	120217.94	-999	367;543;1297;1763;2151;2655;2986	-999	1.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Carnivora	Phocidae	Mirounga	leonina	Mirounga leonina	2	1600000	-999	3674.03	0	1460	-999	-999	2	23.99	243.33	2	-999	-999	365	1	-999	276	39392.97	-999	-999	-999	1607.08	-999	-999	1	3	22.93	114129.31	-999	367;543;890;1297;1763;2151;2655;2986	-999	1.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Primates	Cheirogaleidae	Mirza	coquereli	Mirza coquereli	1	326.5	-999	231.84	-999	532.9	-999	-999	4	-999	88.58	1	0.03	0.04	365	1.71	-999	183.6	12.92	-999	107.17	4.5	343.74	1	4	2	2	136	-999	-999	511;543;730;1046;1048;1261;1297;1544;1547;1848;2041;2151;2344;2428;2493;2511;2655;2660;2705;2986	-999	1.1	-999	-999	58761.86	-13.25	-23.43	-18.34	49.05	43.76	46.41	2	10.05	3	0.19	92.48	238.89	937.06	1597.7
Soricomorpha	Talpidae	Mogera	imaizumii	Mogera imaizumii	2	65.53	-999	140	-999	-999	-999	-999	2	-999	-999	1	-999	-999	-999	3.25	1	42	-999	-999	-999	1	-999	-999	-999	1	2	-999	-999	-999	1280;2131;2741;3107	-999	-999	-999	-999	105817.66	41.54	33.72	37.63	142.07	130.87	136.47	74	339.94	93	0.00983583357661616	141.9	87.95	774.31	819.93
Soricomorpha	Talpidae	Mogera	insularis	Mogera insularis	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	1	-999	-999	-999	-999	3	-999	-999	-999	1280;2131	-999	-999	-999	-999	999215.83	32.3	18.16	25.23	122	101.43	111.71	7	260.21	73	0.06	123.01	156.75	1042.61	1099.98
Soricomorpha	Talpidae	Mogera	tokudae	Mogera tokudae	2	133.48	-999	167.5	-999	-999	-999	-999	2	-999	40	1	-999	-999	-999	3.26	1	-999	-999	-999	-999	1	-999	-999	-999	1	2	-999	-999	-999	1280;2131;2529;2741;3114	-999	-999	-999	-999	2190.11	38.33	37.48	37.9	139.23	138.21	138.72	196	196.66	196	0.00511080158439658	181.1	113.99	805	805
Soricomorpha	Talpidae	Mogera	uchidai	Mogera uchidai	2	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	1,015	-999	-999	-999	-999	0.03	25.75	25.74	25.74	123.48	123.48	123.48	0	0	0	-999	-999	-999	-999	-999
Soricomorpha	Talpidae	Mogera	wogura	Mogera wogura	2	96.88	-999	150	-999	-999	-999	-999	3	-999	40	1	-999	-999	-999	3.78	1	42	-999	-999	4999.99	1	-999	-999	-999	1	2	-999	-999	-999	1280;2131;2528;2529;2741;3107	-999	-999	-999	-999	975185.29	49.37	30.98	40.18	141.54	122.36	131.95	1	241.55	1	0.01	80.76	46.55	627.21	688.53
Chiroptera	Molossidae	Molossops	aequatorianus	Molossops aequatorianus	-999	-999	36.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	1658;2151	7.49	-999	-999	-999	130439.11	1.44	-3.55	-1.05	-77.79	-80.97	-79.38	0	72.68	5	0.11	148.35	199.96	1162.14	1424.17
Chiroptera	Molossidae	Molossops	mattogrossensis	Molossops mattogrossensis	-999	7.48	28.49	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	1658;2143;2151;2622;2655;3034	-999	-999	-999	-999	5565787.46	9.3	-15.56	-3.12	-34.79	-68.58	-51.69	0	12.28	0	0.11	149.77	247.97	1281.05	1572.95
Chiroptera	Molossidae	Molossops	neglectus	Molossops neglectus	-999	-999	35.49	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	1658;2151	6.91	-999	-999	-999	8086531.07	6.15	-26.62	-10.23	-46.84	-75.97	-61.4	0	5.68	0	0.13	160.35	241.08	1344.77	1527.37
Chiroptera	Molossidae	Molossops	temminckii	Molossops temminckii	-999	5.86	28.49	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	890;1297;1658;2151;2622;2655;2719	-999	-999	-999	-999	7264791.36	5.26	-35.81	-15.27	-34.79	-76.61	-55.7	0	25.92	0	0.1	120.67	219.38	1133.59	1365.99
Chiroptera	Molossidae	Molossus	aztecus	Molossus aztecus	-999	14.86	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,751	-999	-999	-999	-999	382245.88	20.59	11.5	16.04	-85.19	-104.59	-94.89	6	101	12	0.09	110.37	208.13	1026.23	1610.02
Chiroptera	Molossidae	Molossus	barnesi	Molossus barnesi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3843.41	5.29	4.7	4.99	-52.27	-53.14	-52.7	0	9	0	0.19	303.4	246.59	1552	1739.01
